Recipe,Workflow Instance,Network Instance,Num Tasks,Num Processors,Scheduler,Dup Factor,Makespan
montage,0,0,1867,1,HEFT,1,624003.1793117003
montage,0,0,1867,1,CPoP,1,624003.1793117255
montage,0,0,1867,1,HEFT,2,624003.1793117003
montage,0,0,1867,1,CPoP,2,624003.1793117255
montage,0,1,1867,3,HEFT,1,160502.0885916312
montage,0,1,1867,3,CPoP,1,160603.26266750958
montage,0,1,1867,3,HEFT,2,160502.0885916312
montage,0,1,1867,3,CPoP,2,160603.26266750958
montage,0,2,1867,4,HEFT,1,118041.012305522
montage,0,2,1867,4,CPoP,1,118096.91697005066
montage,0,2,1867,4,HEFT,2,118041.012305522
montage,0,2,1867,4,CPoP,2,118096.91697005066
montage,0,3,1867,1,HEFT,1,369493.42818611435
montage,0,3,1867,1,CPoP,1,369493.42818614404
montage,0,3,1867,1,HEFT,2,369493.42818611435
montage,0,3,1867,1,CPoP,2,369493.42818614404
montage,0,4,1867,5,HEFT,1,96978.28321652448
montage,0,4,1867,5,CPoP,1,97067.89500071637
montage,0,4,1867,5,HEFT,2,96978.28321652448
montage,0,4,1867,5,CPoP,2,97067.89500071637
montage,0,5,1867,4,HEFT,1,124543.2420166199
montage,0,5,1867,4,CPoP,1,124610.12777434707
montage,0,5,1867,4,HEFT,2,124543.2420166199
montage,0,5,1867,4,CPoP,2,124610.12777434707
montage,0,6,1867,6,HEFT,1,73789.50890749582
montage,0,6,1867,6,CPoP,1,73862.09492909543
montage,0,6,1867,6,HEFT,2,73789.50890749582
montage,0,6,1867,6,CPoP,2,73862.09492909543
montage,0,7,1867,1,HEFT,1,364331.76964236837
montage,0,7,1867,1,CPoP,1,364331.76964239805
montage,0,7,1867,1,HEFT,2,364331.76964236837
montage,0,7,1867,1,CPoP,2,364331.76964239805
montage,0,8,1867,6,HEFT,1,79011.72822478999
montage,0,8,1867,6,CPoP,1,79099.1565617756
montage,0,8,1867,6,HEFT,2,79011.72822478999
montage,0,8,1867,6,CPoP,2,79099.1565617756
montage,0,9,1867,3,HEFT,1,159967.43013981316
montage,0,9,1867,3,CPoP,1,160073.82231005243
montage,0,9,1867,3,HEFT,2,159967.43013981316
montage,0,9,1867,3,CPoP,2,160073.82231005243
montage,1,0,1554,1,HEFT,1,512458.0562693221
montage,1,0,1554,1,CPoP,1,512458.05626934685
montage,1,0,1554,1,HEFT,2,512458.0562693221
montage,1,0,1554,1,CPoP,2,512458.05626934685
montage,1,1,1554,3,HEFT,1,131813.98908696388
montage,1,1,1554,3,CPoP,1,131879.08489240595
montage,1,1,1554,3,HEFT,2,131813.98908696388
montage,1,1,1554,3,CPoP,2,131879.08489240595
montage,1,2,1554,4,HEFT,1,96942.89655882506
montage,1,2,1554,4,CPoP,1,96981.42766044186
montage,1,2,1554,4,HEFT,2,96942.89655882506
montage,1,2,1554,4,CPoP,2,96981.42766044186
montage,1,3,1554,1,HEFT,1,303443.7808817027
montage,1,3,1554,1,CPoP,1,303443.7808817222
montage,1,3,1554,1,HEFT,2,303443.7808817027
montage,1,3,1554,1,CPoP,2,303443.7808817222
montage,1,4,1554,5,HEFT,1,79695.67894930692
montage,1,4,1554,5,CPoP,1,79733.87011457639
montage,1,4,1554,5,HEFT,2,79695.67894930692
montage,1,4,1554,5,CPoP,2,79733.87011457639
montage,1,5,1554,4,HEFT,1,102317.82518059602
montage,1,5,1554,4,CPoP,1,102401.03342988521
montage,1,5,1554,4,HEFT,2,102317.82518059602
montage,1,5,1554,4,CPoP,2,102401.03342988521
montage,1,6,1554,6,HEFT,1,60637.679289539425
montage,1,6,1554,6,CPoP,1,60660.846222989094
montage,1,6,1554,6,HEFT,2,60637.679289539425
montage,1,6,1554,6,CPoP,2,60660.846222989094
montage,1,7,1554,1,HEFT,1,299204.80647874874
montage,1,7,1554,1,CPoP,1,299204.80647877126
montage,1,7,1554,1,HEFT,2,299204.80647874874
montage,1,7,1554,1,CPoP,2,299204.80647877126
montage,1,8,1554,6,HEFT,1,64933.83181117639
montage,1,8,1554,6,CPoP,1,64961.736094798754
montage,1,8,1554,6,HEFT,2,64933.83181117639
montage,1,8,1554,6,CPoP,2,64961.736094798754
montage,1,9,1554,3,HEFT,1,131420.04278266884
montage,1,9,1554,3,CPoP,1,131380.4333476216
montage,1,9,1554,3,HEFT,2,131420.04278266884
montage,1,9,1554,3,CPoP,2,131380.4333476216
montage,2,0,807,1,HEFT,1,300875.3658022053
montage,2,0,807,1,CPoP,1,300875.36580222705
montage,2,0,807,1,HEFT,2,300875.3658022053
montage,2,0,807,1,CPoP,2,300875.36580222705
montage,2,1,807,3,HEFT,1,77452.61967854934
montage,2,1,807,3,CPoP,1,77531.75553494753
montage,2,1,807,3,HEFT,2,77452.61967854934
montage,2,1,807,3,CPoP,2,77531.75553494753
montage,2,2,807,4,HEFT,1,56939.19057045944
montage,2,2,807,4,CPoP,1,57064.223537272286
montage,2,2,807,4,HEFT,2,56939.19057045944
montage,2,2,807,4,CPoP,2,57064.223537272286
montage,2,3,807,1,HEFT,1,178158.49991284
montage,2,3,807,1,CPoP,1,178158.49991286066
montage,2,3,807,1,HEFT,2,178158.49991284
montage,2,3,807,1,CPoP,2,178158.49991286066
montage,2,4,807,5,HEFT,1,46804.26237220938
montage,2,4,807,5,CPoP,1,46923.09750443862
montage,2,4,807,5,HEFT,2,46804.26237220938
montage,2,4,807,5,CPoP,2,46923.09750443862
montage,2,5,807,4,HEFT,1,60081.08366004935
montage,2,5,807,4,CPoP,1,60186.41002194805
montage,2,5,807,4,HEFT,2,60081.08366004935
montage,2,5,807,4,CPoP,2,60186.41002194805
montage,2,6,807,6,HEFT,1,35608.14596202174
montage,2,6,807,6,CPoP,1,35732.61732745521
montage,2,6,807,6,HEFT,2,35608.14596202174
montage,2,6,807,6,CPoP,2,35732.61732745521
montage,2,7,807,1,HEFT,1,175669.70505730453
montage,2,7,807,1,CPoP,1,175669.7050573253
montage,2,7,807,1,HEFT,2,175669.70505730453
montage,2,7,807,1,CPoP,2,175669.7050573253
montage,2,8,807,6,HEFT,1,38134.46564423673
montage,2,8,807,6,CPoP,1,38257.36981774073
montage,2,8,807,6,HEFT,2,38134.46564423673
montage,2,8,807,6,CPoP,2,38257.36981774073
montage,2,9,807,3,HEFT,1,77175.51515277546
montage,2,9,807,3,CPoP,1,77277.7355995326
montage,2,9,807,3,HEFT,2,77175.51515277546
montage,2,9,807,3,CPoP,2,77277.7355995326
montage,3,0,1397,1,HEFT,1,480624.5130790859
montage,3,0,1397,1,CPoP,1,480624.513079128
montage,3,0,1397,1,HEFT,2,480624.5130790859
montage,3,0,1397,1,CPoP,2,480624.513079128
montage,3,1,1397,3,HEFT,1,123672.60141452984
montage,3,1,1397,3,CPoP,1,123825.17948122541
montage,3,1,1397,3,HEFT,2,123672.60141452984
montage,3,1,1397,3,CPoP,2,123825.17948122541
montage,3,2,1397,4,HEFT,1,90937.2622625988
montage,3,2,1397,4,CPoP,1,91087.39722462851
montage,3,2,1397,4,HEFT,2,90937.2622625988
montage,3,2,1397,4,CPoP,2,91087.39722462851
montage,3,3,1397,1,HEFT,1,284594.0612093839
montage,3,3,1397,1,CPoP,1,284594.06120942085
montage,3,3,1397,1,HEFT,2,284594.0612093839
montage,3,3,1397,1,CPoP,2,284594.06120942085
montage,3,4,1397,5,HEFT,1,74704.79105073992
montage,3,4,1397,5,CPoP,1,74883.59849328618
montage,3,4,1397,5,HEFT,2,74704.79105073992
montage,3,4,1397,5,CPoP,2,74883.59849328618
montage,3,5,1397,4,HEFT,1,95958.9557300218
montage,3,5,1397,4,CPoP,1,96062.51082114149
montage,3,5,1397,4,HEFT,2,95958.9557300218
montage,3,5,1397,4,CPoP,2,96062.51082114149
montage,3,6,1397,6,HEFT,1,56847.562750242985
montage,3,6,1397,6,CPoP,1,56992.224237662514
montage,3,6,1397,6,HEFT,2,56847.562750242985
montage,3,6,1397,6,CPoP,2,56992.224237662514
montage,3,7,1397,1,HEFT,1,280618.4089907166
montage,3,7,1397,1,CPoP,1,280618.40899075696
montage,3,7,1397,1,HEFT,2,280618.4089907166
montage,3,7,1397,1,CPoP,2,280618.40899075696
montage,3,8,1397,6,HEFT,1,60871.29025904935
montage,3,8,1397,6,CPoP,1,61024.24533943813
montage,3,8,1397,6,HEFT,2,60871.29025904935
montage,3,8,1397,6,CPoP,2,61024.24533943813
montage,3,9,1397,3,HEFT,1,123226.75730434629
montage,3,9,1397,3,CPoP,1,123340.68680687099
montage,3,9,1397,3,HEFT,2,123226.75730434629
montage,3,9,1397,3,CPoP,2,123340.68680687099
montage,4,0,1198,1,HEFT,1,409085.4568133454
montage,4,0,1198,1,CPoP,1,409085.45681337855
montage,4,0,1198,1,HEFT,2,409085.4568133454
montage,4,0,1198,1,CPoP,2,409085.45681337855
montage,4,1,1198,3,HEFT,1,105219.08160332034
montage,4,1,1198,3,CPoP,1,105334.32092659594
montage,4,1,1198,3,HEFT,2,105219.08160332034
montage,4,1,1198,3,CPoP,2,105334.32092659594
montage,4,2,1198,4,HEFT,1,77405.25162582622
montage,4,2,1198,4,CPoP,1,77479.58765620261
montage,4,2,1198,4,HEFT,2,77405.25162582622
montage,4,2,1198,4,CPoP,2,77479.58765620261
montage,4,3,1198,1,HEFT,1,242233.361736688
montage,4,3,1198,1,CPoP,1,242233.36173672066
montage,4,3,1198,1,HEFT,2,242233.361736688
montage,4,3,1198,1,CPoP,2,242233.36173672066
montage,4,4,1198,5,HEFT,1,63605.60739120532
montage,4,4,1198,5,CPoP,1,63756.313663900204
montage,4,4,1198,5,HEFT,2,63605.60739120532
montage,4,4,1198,5,CPoP,2,63756.313663900204
montage,4,5,1198,4,HEFT,1,81676.1026124066
montage,4,5,1198,4,CPoP,1,81783.9002877792
montage,4,5,1198,4,HEFT,2,81676.1026124066
montage,4,5,1198,4,CPoP,2,81783.9002877792
montage,4,6,1198,6,HEFT,1,48388.13442460341
montage,4,6,1198,6,CPoP,1,48544.45134563979
montage,4,6,1198,6,HEFT,2,48388.13442460341
montage,4,6,1198,6,CPoP,2,48544.45134563979
montage,4,7,1198,1,HEFT,1,238849.46961352567
montage,4,7,1198,1,CPoP,1,238849.46961355832
montage,4,7,1198,1,HEFT,2,238849.46961352567
montage,4,7,1198,1,CPoP,2,238849.46961355832
montage,4,8,1198,6,HEFT,1,51830.45645307762
montage,4,8,1198,6,CPoP,1,52080.67226285429
montage,4,8,1198,6,HEFT,2,51830.45645307762
montage,4,8,1198,6,CPoP,2,52080.67226285429
montage,4,9,1198,3,HEFT,1,104897.0316977093
montage,4,9,1198,3,CPoP,1,104990.23489257583
montage,4,9,1198,3,HEFT,2,104897.0316977093
montage,4,9,1198,3,CPoP,2,104990.23489257583
montage,5,0,601,1,HEFT,1,202579.31130142914
montage,5,0,601,1,CPoP,1,202579.31130144597
montage,5,0,601,1,HEFT,2,202579.31130142914
montage,5,0,601,1,CPoP,2,202579.31130144597
montage,5,1,601,3,HEFT,1,52134.794879728935
montage,5,1,601,3,CPoP,1,52124.513239010914
montage,5,1,601,3,HEFT,2,52134.794879728935
montage,5,1,601,3,CPoP,2,52124.513239010914
montage,5,2,601,4,HEFT,1,38331.02562719152
montage,5,2,601,4,CPoP,1,38340.89048092565
montage,5,2,601,4,HEFT,2,38331.02562719152
montage,5,2,601,4,CPoP,2,38340.89048092565
montage,5,3,601,1,HEFT,1,119954.07506563325
montage,5,3,601,1,CPoP,1,119954.07506565032
montage,5,3,601,1,HEFT,2,119954.07506563325
montage,5,3,601,1,CPoP,2,119954.07506565032
montage,5,4,601,5,HEFT,1,31503.753635216548
montage,5,4,601,5,CPoP,1,31515.730911193616
montage,5,4,601,5,HEFT,2,31503.753635216548
montage,5,4,601,5,CPoP,2,31515.730911193616
montage,5,5,601,4,HEFT,1,40453.0354320443
montage,5,5,601,4,CPoP,1,40459.19435406576
montage,5,5,601,4,HEFT,2,40453.0354320443
montage,5,5,601,4,CPoP,2,40459.19435406576
montage,5,6,601,6,HEFT,1,24005.609092773688
montage,5,6,601,6,CPoP,1,24000.00248015078
montage,5,6,601,6,HEFT,2,24005.609092773688
montage,5,6,601,6,CPoP,2,24000.00248015078
montage,5,7,601,1,HEFT,1,118278.37008905389
montage,5,7,601,1,CPoP,1,118278.37008907096
montage,5,7,601,1,HEFT,2,118278.37008905389
montage,5,7,601,1,CPoP,2,118278.37008907096
montage,5,8,601,6,HEFT,1,25675.834207190797
montage,5,8,601,6,CPoP,1,25711.805026118636
montage,5,8,601,6,HEFT,2,25675.834207190797
montage,5,8,601,6,CPoP,2,25711.805026118636
montage,5,9,601,3,HEFT,1,51952.29091375461
montage,5,9,601,3,CPoP,1,51961.1978076257
montage,5,9,601,3,HEFT,2,51952.29091375461
montage,5,9,601,3,CPoP,2,51961.1978076257
montage,6,0,1875,1,HEFT,1,617695.8401430869
montage,6,0,1875,1,CPoP,1,617695.8401431111
montage,6,0,1875,1,HEFT,2,617695.8401430869
montage,6,0,1875,1,CPoP,2,617695.8401431111
montage,6,1,1875,3,HEFT,1,158923.49422600542
montage,6,1,1875,3,CPoP,1,158927.64803609374
montage,6,1,1875,3,HEFT,2,158923.49422600542
montage,6,1,1875,3,CPoP,2,158927.64803609374
montage,6,2,1875,4,HEFT,1,116866.5316152096
montage,6,2,1875,4,CPoP,1,116960.0024841259
montage,6,2,1875,4,HEFT,2,116866.5316152096
montage,6,2,1875,4,CPoP,2,116960.0024841259
montage,6,3,1875,1,HEFT,1,365758.63892636204
montage,6,3,1875,1,CPoP,1,365758.63892639073
montage,6,3,1875,1,HEFT,2,365758.63892636204
montage,6,3,1875,1,CPoP,2,365758.63892639073
montage,6,4,1875,5,HEFT,1,96022.6139734227
montage,6,4,1875,5,CPoP,1,96054.06437272415
montage,6,4,1875,5,HEFT,2,96022.6139734227
montage,6,4,1875,5,CPoP,2,96054.06437272415
montage,6,5,1875,4,HEFT,1,123328.31053154652
montage,6,5,1875,4,CPoP,1,123339.93150185984
montage,6,5,1875,4,HEFT,2,123328.31053154652
montage,6,5,1875,4,CPoP,2,123339.93150185984
montage,6,6,1875,6,HEFT,1,73052.17115053134
montage,6,6,1875,6,CPoP,1,73132.684786197
montage,6,6,1875,6,HEFT,2,73052.17115053134
montage,6,6,1875,6,CPoP,2,73132.684786197
montage,6,7,1875,1,HEFT,1,360649.1537243361
montage,6,7,1875,1,CPoP,1,360649.1537243648
montage,6,7,1875,1,HEFT,2,360649.1537243361
montage,6,7,1875,1,CPoP,2,360649.1537243648
montage,6,8,1875,6,HEFT,1,78227.58252334988
montage,6,8,1875,6,CPoP,1,78299.60753405413
montage,6,8,1875,6,HEFT,2,78227.58252334988
montage,6,8,1875,6,CPoP,2,78299.60753405413
montage,6,9,1875,3,HEFT,1,158376.02222290818
montage,6,9,1875,3,CPoP,1,158387.75247693819
montage,6,9,1875,3,HEFT,2,158376.02222290818
montage,6,9,1875,3,CPoP,2,158387.75247693819
montage,7,0,1134,1,HEFT,1,284432.9320663423
montage,7,0,1134,1,CPoP,1,284432.9320663695
montage,7,0,1134,1,HEFT,2,284432.9320663423
montage,7,0,1134,1,CPoP,2,284432.9320663695
montage,7,1,1134,3,HEFT,1,73192.27009256683
montage,7,1,1134,3,CPoP,1,73244.47346478274
montage,7,1,1134,3,HEFT,2,73192.27009256683
montage,7,1,1134,3,CPoP,2,73244.47346478274
montage,7,2,1134,4,HEFT,1,53834.98912645157
montage,7,2,1134,4,CPoP,1,53887.78070530643
montage,7,2,1134,4,HEFT,2,53834.98912645157
montage,7,2,1134,4,CPoP,2,53887.78070530643
montage,7,3,1134,1,HEFT,1,168422.37770992002
montage,7,3,1134,1,CPoP,1,168422.37770994677
montage,7,3,1134,1,HEFT,2,168422.37770992002
montage,7,3,1134,1,CPoP,2,168422.37770994677
montage,7,4,1134,5,HEFT,1,44238.67657250191
montage,7,4,1134,5,CPoP,1,44323.0579474662
montage,7,4,1134,5,HEFT,2,44238.67657250191
montage,7,4,1134,5,CPoP,2,44323.0579474662
montage,7,5,1134,4,HEFT,1,56797.84447764876
montage,7,5,1134,4,CPoP,1,56834.81777492856
montage,7,5,1134,4,HEFT,2,56797.84447764876
montage,7,5,1134,4,CPoP,2,56834.81777492856
montage,7,6,1134,6,HEFT,1,33653.749777272424
montage,7,6,1134,6,CPoP,1,33711.53279168038
montage,7,6,1134,6,HEFT,2,33653.749777272424
montage,7,6,1134,6,CPoP,2,33711.53279168038
montage,7,7,1134,1,HEFT,1,166069.59214309845
montage,7,7,1134,1,CPoP,1,166069.59214312516
montage,7,7,1134,1,HEFT,2,166069.59214309845
montage,7,7,1134,1,CPoP,2,166069.59214312516
montage,7,8,1134,6,HEFT,1,36037.68262687917
montage,7,8,1134,6,CPoP,1,36097.6990422347
montage,7,8,1134,6,HEFT,2,36037.68262687917
montage,7,8,1134,6,CPoP,2,36097.6990422347
montage,7,9,1134,3,HEFT,1,72919.4562747423
montage,7,9,1134,3,CPoP,1,72944.16136334093
montage,7,9,1134,3,HEFT,2,72919.4562747423
montage,7,9,1134,3,CPoP,2,72944.16136334093
montage,8,0,1872,1,HEFT,1,615917.134935993
montage,8,0,1872,1,CPoP,1,615917.1349360119
montage,8,0,1872,1,HEFT,2,615917.134935993
montage,8,0,1872,1,CPoP,2,615917.1349360119
montage,8,1,1872,3,HEFT,1,158472.68673145218
montage,8,1,1872,3,CPoP,1,158594.47516193558
montage,8,1,1872,3,HEFT,2,158472.68673145218
montage,8,1,1872,3,CPoP,2,158594.47516193558
montage,8,2,1872,4,HEFT,1,116524.37838780368
montage,8,2,1872,4,CPoP,1,116589.45206449613
montage,8,2,1872,4,HEFT,2,116524.37838780368
montage,8,2,1872,4,CPoP,2,116589.45206449613
montage,8,3,1872,1,HEFT,1,364705.4072979159
montage,8,3,1872,1,CPoP,1,364705.40729793964
montage,8,3,1872,1,HEFT,2,364705.4072979159
montage,8,3,1872,1,CPoP,2,364705.40729793964
montage,8,4,1872,5,HEFT,1,95733.12171160968
montage,8,4,1872,5,CPoP,1,95823.76314622173
montage,8,4,1872,5,HEFT,2,95733.12171160968
montage,8,4,1872,5,CPoP,2,95823.76314622173
montage,8,5,1872,4,HEFT,1,122954.60401300936
montage,8,5,1872,4,CPoP,1,123021.01969725986
montage,8,5,1872,4,HEFT,2,122954.60401300936
montage,8,5,1872,4,CPoP,2,123021.01969725986
montage,8,6,1872,6,HEFT,1,72843.24583800735
montage,8,6,1872,6,CPoP,1,72904.493201723
montage,8,6,1872,6,HEFT,2,72843.24583800735
montage,8,6,1872,6,CPoP,2,72904.493201723
montage,8,7,1872,1,HEFT,1,359610.6352724144
montage,8,7,1872,1,CPoP,1,359610.6352724382
montage,8,7,1872,1,HEFT,2,359610.6352724144
montage,8,7,1872,1,CPoP,2,359610.6352724382
montage,8,8,1872,6,HEFT,1,78005.11464709949
montage,8,8,1872,6,CPoP,1,78058.69637241388
montage,8,8,1872,6,HEFT,2,78005.11464709949
montage,8,8,1872,6,CPoP,2,78058.69637241388
montage,8,9,1872,3,HEFT,1,157919.4343616163
montage,8,9,1872,3,CPoP,1,157938.33195952553
montage,8,9,1872,3,HEFT,2,157919.4343616163
montage,8,9,1872,3,CPoP,2,157938.33195952553
montage,9,0,1073,1,HEFT,1,263623.56497236394
montage,9,0,1073,1,CPoP,1,263623.5649723896
montage,9,0,1073,1,HEFT,2,263623.56497236394
montage,9,0,1073,1,CPoP,2,263623.5649723896
montage,9,1,1073,3,HEFT,1,67823.15531017141
montage,9,1,1073,3,CPoP,1,67931.62278672602
montage,9,1,1073,3,HEFT,2,67823.15531017141
montage,9,1,1073,3,CPoP,2,67931.62278672602
montage,9,2,1073,4,HEFT,1,49897.86480877744
montage,9,2,1073,4,CPoP,1,49963.20663285222
montage,9,2,1073,4,HEFT,2,49897.86480877744
montage,9,2,1073,4,CPoP,2,49963.20663285222
montage,9,3,1073,1,HEFT,1,156100.44628255165
montage,9,3,1073,1,CPoP,1,156100.44628257747
montage,9,3,1073,1,HEFT,2,156100.44628255165
montage,9,3,1073,1,CPoP,2,156100.44628257747
montage,9,4,1073,5,HEFT,1,40992.74437977178
montage,9,4,1073,5,CPoP,1,41109.288070078655
montage,9,4,1073,5,HEFT,2,40992.74437977178
montage,9,4,1073,5,CPoP,2,41109.288070078655
montage,9,5,1073,4,HEFT,1,52627.642847401774
montage,9,5,1073,4,CPoP,1,52715.79040234561
montage,9,5,1073,4,HEFT,2,52627.642847401774
montage,9,5,1073,4,CPoP,2,52715.79040234561
montage,9,6,1073,6,HEFT,1,31202.81397088647
montage,9,6,1073,6,CPoP,1,31275.210635073152
montage,9,6,1073,6,HEFT,2,31202.81397088647
montage,9,6,1073,6,CPoP,2,31275.210635073152
montage,9,7,1073,1,HEFT,1,153919.7926070611
montage,9,7,1073,1,CPoP,1,153919.79260708694
montage,9,7,1073,1,HEFT,2,153919.7926070611
montage,9,7,1073,1,CPoP,2,153919.79260708694
montage,9,8,1073,6,HEFT,1,33425.431285409635
montage,9,8,1073,6,CPoP,1,33506.87994321211
montage,9,8,1073,6,HEFT,2,33425.431285409635
montage,9,8,1073,6,CPoP,2,33506.87994321211
montage,9,9,1073,3,HEFT,1,67589.92340034244
montage,9,9,1073,3,CPoP,1,67734.53002213685
montage,9,9,1073,3,HEFT,2,67589.92340034244
montage,9,9,1073,3,CPoP,2,67734.53002213685
epigenomics,0,0,572,1,HEFT,1,20345.92406678866
epigenomics,0,0,572,1,CPoP,1,20345.924067018746
epigenomics,0,0,572,1,HEFT,2,20345.92406678866
epigenomics,0,0,572,1,CPoP,2,20345.924067018746
epigenomics,0,1,572,3,HEFT,1,5278.471379010012
epigenomics,0,1,572,3,CPoP,1,5295.112628627415
epigenomics,0,1,572,3,HEFT,2,5278.471379010012
epigenomics,0,1,572,3,CPoP,2,5295.112628627415
epigenomics,0,2,572,4,HEFT,1,3900.4129415818784
epigenomics,0,2,572,4,CPoP,1,3919.8399153547834
epigenomics,0,2,572,4,HEFT,2,3900.4129415818784
epigenomics,0,2,572,4,CPoP,2,3919.8399153547834
epigenomics,0,3,572,1,HEFT,1,12047.511106186139
epigenomics,0,3,572,1,CPoP,1,12047.51110641625
epigenomics,0,3,572,1,HEFT,2,12047.511106186139
