Recipe,Workflow Instance,Network Instance,Num Tasks,Num Processors,Scheduler,Dup Factor,Makespan
seismology,0,0,800,1,CPoP,2,2430.6659043406007
seismology,0,1,800,3,HEFT,1,625.34209415096
seismology,0,1,800,3,CPoP,1,625.34209415096
seismology,0,1,800,3,HEFT,2,625.34209415096
seismology,0,1,800,3,CPoP,2,625.34209415096
seismology,0,2,800,4,HEFT,1,459.9418287099254
seismology,0,2,800,4,CPoP,1,459.9418287099254
seismology,0,2,800,4,HEFT,2,459.9418287099254
seismology,0,2,800,4,CPoP,2,459.9418287099254
seismology,0,3,800,1,HEFT,1,1439.2796504031562
seismology,0,3,800,1,CPoP,1,1439.2796504031562
seismology,0,3,800,1,HEFT,2,1439.2796504031562
seismology,0,3,800,1,CPoP,2,1439.2796504031562
seismology,0,4,800,5,HEFT,1,378.090342305056
seismology,0,4,800,5,CPoP,1,378.090342305056
seismology,0,4,800,5,HEFT,2,378.090342305056
seismology,0,4,800,5,CPoP,2,378.090342305056
seismology,0,5,800,4,HEFT,1,485.2945251399782
seismology,0,5,800,4,CPoP,1,485.2945251399782
seismology,0,5,800,4,HEFT,2,485.2945251399782
seismology,0,5,800,4,CPoP,2,485.2945251399782
seismology,0,6,800,6,HEFT,1,287.5406599499785
seismology,0,6,800,6,CPoP,1,287.5406599499785
seismology,0,6,800,6,HEFT,2,287.5406599499785
seismology,0,6,800,6,CPoP,2,287.5406599499785
seismology,0,7,800,1,HEFT,1,1419.1735550366245
seismology,0,7,800,1,CPoP,1,1419.1735550366245
seismology,0,7,800,1,HEFT,2,1419.1735550366245
seismology,0,7,800,1,CPoP,2,1419.1735550366245
seismology,0,8,800,6,HEFT,1,308.0687554903069
seismology,0,8,800,6,CPoP,1,308.0687554903069
seismology,0,8,800,6,HEFT,2,308.0687554903069
seismology,0,8,800,6,CPoP,2,308.0687554903069
seismology,0,9,800,3,HEFT,1,623.2926342432357
seismology,0,9,800,3,CPoP,1,623.2926342432357
seismology,0,9,800,3,HEFT,2,623.2926342432357
seismology,0,9,800,3,CPoP,2,623.2926342432357
seismology,1,0,1048,1,HEFT,1,3149.393902222893
seismology,1,0,1048,1,CPoP,1,3149.393902222893
seismology,1,0,1048,1,HEFT,2,3149.393902222893
seismology,1,0,1048,1,CPoP,2,3149.393902222893
seismology,1,1,1048,3,HEFT,1,810.3176843715454
seismology,1,1,1048,3,CPoP,1,810.3176843715454
seismology,1,1,1048,3,HEFT,2,810.3176843715454
seismology,1,1,1048,3,CPoP,2,810.3176843715454
seismology,1,2,1048,4,HEFT,1,595.8680560887943
seismology,1,2,1048,4,CPoP,1,595.8680560887943
seismology,1,2,1048,4,HEFT,2,595.8680560887943
seismology,1,2,1048,4,CPoP,2,595.8680560887943
seismology,1,3,1048,1,HEFT,1,1864.8628536230633
seismology,1,3,1048,1,CPoP,1,1864.8628536230633
seismology,1,3,1048,1,HEFT,2,1864.8628536230633
seismology,1,3,1048,1,CPoP,2,1864.8628536230633
seismology,1,4,1048,5,HEFT,1,489.64614553379806
seismology,1,4,1048,5,CPoP,1,489.64614553379806
seismology,1,4,1048,5,HEFT,2,489.64614553379806
seismology,1,4,1048,5,CPoP,2,489.64614553379806
seismology,1,5,1048,4,HEFT,1,628.7499138544223
seismology,1,5,1048,4,CPoP,1,628.7499138544223
seismology,1,5,1048,4,HEFT,2,628.7499138544223
seismology,1,5,1048,4,CPoP,2,628.7499138544223
seismology,1,6,1048,6,HEFT,1,372.52298955367615
seismology,1,6,1048,6,CPoP,1,372.52298955367615
seismology,1,6,1048,6,HEFT,2,372.52298955367615
seismology,1,6,1048,6,CPoP,2,372.52298955367615
seismology,1,7,1048,1,HEFT,1,1838.8115505493706
seismology,1,7,1048,1,CPoP,1,1838.8115505493706
seismology,1,7,1048,1,HEFT,2,1838.8115505493706
seismology,1,7,1048,1,CPoP,2,1838.8115505493706
seismology,1,8,1048,6,HEFT,1,398.89618602081237
seismology,1,8,1048,6,CPoP,1,398.89618602081237
seismology,1,8,1048,6,HEFT,2,398.89618602081237
seismology,1,8,1048,6,CPoP,2,398.89618602081237
seismology,1,9,1048,3,HEFT,1,807.5046581388768
seismology,1,9,1048,3,CPoP,1,807.5046581388768
seismology,1,9,1048,3,HEFT,2,807.5046581388768
seismology,1,9,1048,3,CPoP,2,807.5046581388768
seismology,2,0,263,1,HEFT,1,849.2671898987876
seismology,2,0,263,1,CPoP,1,849.2671898987876
seismology,2,0,263,1,HEFT,2,849.2671898987876
seismology,2,0,263,1,CPoP,2,849.2671898987876
seismology,2,1,263,3,HEFT,1,218.7505873209766
seismology,2,1,263,3,CPoP,1,218.7505873209766
seismology,2,1,263,3,HEFT,2,218.7505873209766
seismology,2,1,263,3,CPoP,2,218.7505873209766
seismology,2,2,263,4,HEFT,1,160.88647164770353
seismology,2,2,263,4,CPoP,1,160.88647164770353
seismology,2,2,263,4,HEFT,2,160.88647164770353
seismology,2,2,263,4,CPoP,2,160.88647164770353
seismology,2,3,263,1,HEFT,1,502.879882419971
seismology,2,3,263,1,CPoP,1,502.879882419971
seismology,2,3,263,1,HEFT,2,502.879882419971
seismology,2,3,263,1,CPoP,2,502.879882419971
seismology,2,4,263,5,HEFT,1,132.32160971770267
seismology,2,4,263,5,CPoP,1,132.32160971770267
seismology,2,4,263,5,HEFT,2,132.32160971770267
seismology,2,4,263,5,CPoP,2,132.32160971770267
seismology,2,5,263,4,HEFT,1,169.863384508716
seismology,2,5,263,4,CPoP,1,169.863384508716
seismology,2,5,263,4,HEFT,2,169.863384508716
seismology,2,5,263,4,CPoP,2,169.863384508716
seismology,2,6,263,6,HEFT,1,100.59776850641646
seismology,2,6,263,6,CPoP,1,100.59776850641646
seismology,2,6,263,6,HEFT,2,100.59776850641646
seismology,2,6,263,6,CPoP,2,100.59776850641646
seismology,2,7,263,1,HEFT,1,495.8548745481716
seismology,2,7,263,1,CPoP,1,495.8548745481716
seismology,2,7,263,1,HEFT,2,495.8548745481716
seismology,2,7,263,1,CPoP,2,495.8548745481716
seismology,2,8,263,6,HEFT,1,107.87219145312422
seismology,2,8,263,6,CPoP,1,107.87219145312422
seismology,2,8,263,6,HEFT,2,107.87219145312422
seismology,2,8,263,6,CPoP,2,107.87219145312422
seismology,2,9,263,3,HEFT,1,217.8574462208632
seismology,2,9,263,3,CPoP,1,217.8574462208632
seismology,2,9,263,3,HEFT,2,217.8574462208632
seismology,2,9,263,3,CPoP,2,217.8574462208632
seismology,3,0,1005,1,HEFT,1,3140.393369697328
seismology,3,0,1005,1,CPoP,1,3140.393369697328
seismology,3,0,1005,1,HEFT,2,3140.393369697328
seismology,3,0,1005,1,CPoP,2,3140.393369697328
seismology,3,1,1005,3,HEFT,1,807.8488104981622
seismology,3,1,1005,3,CPoP,1,807.8644181448877
seismology,3,1,1005,3,HEFT,2,807.8488104981622
seismology,3,1,1005,3,CPoP,2,807.8644181448877
seismology,3,2,1005,4,HEFT,1,594.2519925816509
seismology,3,2,1005,4,CPoP,1,594.2519925816509
seismology,3,2,1005,4,HEFT,2,594.2519925816509
seismology,3,2,1005,4,CPoP,2,594.2519925816509
seismology,3,3,1005,1,HEFT,1,1859.5333333119054
seismology,3,3,1005,1,CPoP,1,1859.5333333119054
seismology,3,3,1005,1,HEFT,2,1859.5333333119054
seismology,3,3,1005,1,CPoP,2,1859.5333333119054
seismology,3,4,1005,5,HEFT,1,488.2063554593532
seismology,3,4,1005,5,CPoP,1,488.2063554593532
seismology,3,4,1005,5,HEFT,2,488.2063554593532
seismology,3,4,1005,5,CPoP,2,488.2063554593532
seismology,3,5,1005,4,HEFT,1,626.981296002017
seismology,3,5,1005,4,CPoP,1,626.981296002017
seismology,3,5,1005,4,HEFT,2,626.981296002017
seismology,3,5,1005,4,CPoP,2,626.981296002017
seismology,3,6,1005,6,HEFT,1,371.6146230777391
seismology,3,6,1005,6,CPoP,1,371.6146230777391
seismology,3,6,1005,6,HEFT,2,371.6146230777391
seismology,3,6,1005,6,CPoP,2,371.6146230777391
seismology,3,7,1005,1,HEFT,1,1833.556481262102
seismology,3,7,1005,1,CPoP,1,1833.556481262102
seismology,3,7,1005,1,HEFT,2,1833.556481262102
seismology,3,7,1005,1,CPoP,2,1833.556481262102
seismology,3,8,1005,6,HEFT,1,397.7237397096845
seismology,3,8,1005,6,CPoP,1,397.7237397096845
seismology,3,8,1005,6,HEFT,2,397.7237397096845
seismology,3,8,1005,6,CPoP,2,397.7237397096845
seismology,3,9,1005,3,HEFT,1,805.2603530255997
seismology,3,9,1005,3,CPoP,1,805.2603530255997
seismology,3,9,1005,3,HEFT,2,805.2603530255997
seismology,3,9,1005,3,CPoP,2,805.2603530255997
seismology,4,0,760,1,HEFT,1,2269.8006968239965
seismology,4,0,760,1,CPoP,1,2269.8006968239965
seismology,4,0,760,1,HEFT,2,2269.8006968239965
seismology,4,0,760,1,CPoP,2,2269.8006968239965
seismology,4,1,760,3,HEFT,1,584.0499617140415
seismology,4,1,760,3,CPoP,1,584.0499617140415
seismology,4,1,760,3,HEFT,2,584.0499617140415
seismology,4,1,760,3,CPoP,2,584.0499617140415
seismology,4,2,760,4,HEFT,1,429.58563622528914
seismology,4,2,760,4,CPoP,1,429.58563622528914
seismology,4,2,760,4,HEFT,2,429.58563622528914
seismology,4,2,760,4,CPoP,2,429.58563622528914
seismology,4,3,760,1,HEFT,1,1344.0259097623712
seismology,4,3,760,1,CPoP,1,1344.0259097623712
seismology,4,3,760,1,HEFT,2,1344.0259097623712
seismology,4,3,760,1,CPoP,2,1344.0259097623712
seismology,4,4,760,5,HEFT,1,352.9750027642797
seismology,4,4,760,5,CPoP,1,352.9750027642797
seismology,4,4,760,5,HEFT,2,352.9750027642797
seismology,4,4,760,5,CPoP,2,352.9750027642797
seismology,4,5,760,4,HEFT,1,453.14135403536267
seismology,4,5,760,4,CPoP,1,453.14135403536267
seismology,4,5,760,4,HEFT,2,453.14135403536267
seismology,4,5,760,4,CPoP,2,453.14135403536267
seismology,4,6,760,6,HEFT,1,268.5932782466688
seismology,4,6,760,6,CPoP,1,268.5932782466688
seismology,4,6,760,6,HEFT,2,268.5932782466688
seismology,4,6,760,6,CPoP,2,268.5932782466688
seismology,4,7,760,1,HEFT,1,1325.2504667070893
seismology,4,7,760,1,CPoP,1,1325.2504667070893
seismology,4,7,760,1,HEFT,2,1325.2504667070893
seismology,4,7,760,1,CPoP,2,1325.2504667070893
seismology,4,8,760,6,HEFT,1,287.5385297600689
seismology,4,8,760,6,CPoP,1,287.5385297600689
seismology,4,8,760,6,HEFT,2,287.5385297600689
seismology,4,8,760,6,CPoP,2,287.5385297600689
seismology,4,9,760,3,HEFT,1,581.9904470985579
seismology,4,9,760,3,CPoP,1,581.9904470985579
seismology,4,9,760,3,HEFT,2,581.9904470985579
seismology,4,9,760,3,CPoP,2,581.9904470985579
seismology,5,0,962,1,HEFT,1,3041.4876449862063
seismology,5,0,962,1,CPoP,1,3041.4876449862063
seismology,5,0,962,1,HEFT,2,3041.4876449862063
seismology,5,0,962,1,CPoP,2,3041.4876449862063
seismology,5,1,962,3,HEFT,1,782.5189004999319
seismology,5,1,962,3,CPoP,1,782.5189004999319
seismology,5,1,962,3,HEFT,2,782.5189004999319
seismology,5,1,962,3,CPoP,2,782.5189004999319
seismology,5,2,962,4,HEFT,1,575.5993234763695
seismology,5,2,962,4,CPoP,1,575.5993234763695
seismology,5,2,962,4,HEFT,2,575.5993234763695
seismology,5,2,962,4,CPoP,2,575.5993234763695
seismology,5,3,962,1,HEFT,1,1800.967902073144
seismology,5,3,962,1,CPoP,1,1800.967902073144
seismology,5,3,962,1,HEFT,2,1800.967902073144
seismology,5,3,962,1,CPoP,2,1800.967902073144
seismology,5,4,962,5,HEFT,1,472.81610591382525
seismology,5,4,962,5,CPoP,1,472.81610591382525
seismology,5,4,962,5,HEFT,2,472.81610591382525
seismology,5,4,962,5,CPoP,2,472.81610591382525
seismology,5,5,962,4,HEFT,1,607.149808659
seismology,5,5,962,4,CPoP,1,607.149808659
seismology,5,5,962,4,HEFT,2,607.149808659
seismology,5,5,962,4,CPoP,2,607.149808659
seismology,5,6,962,6,HEFT,1,359.7404397344907
seismology,5,6,962,6,CPoP,1,359.7404397344907
seismology,5,6,962,6,HEFT,2,359.7404397344907
seismology,5,6,962,6,CPoP,2,359.7404397344907
seismology,5,7,962,1,HEFT,1,1775.8091830007304
seismology,5,7,962,1,CPoP,1,1775.8091830007304
seismology,5,7,962,1,HEFT,2,1775.8091830007304
seismology,5,7,962,1,CPoP,2,1775.8091830007304
seismology,5,8,962,6,HEFT,1,385.32484188362633
seismology,5,8,962,6,CPoP,1,385.32484188362633
seismology,5,8,962,6,HEFT,2,385.32484188362633
seismology,5,8,962,6,CPoP,2,385.32484188362633
seismology,5,9,962,3,HEFT,1,779.6651112920564
seismology,5,9,962,3,CPoP,1,779.6651112920564
seismology,5,9,962,3,HEFT,2,779.6651112920564
seismology,5,9,962,3,CPoP,2,779.6651112920564
seismology,6,0,431,1,HEFT,1,1365.139892572887
seismology,6,0,431,1,CPoP,1,1365.139892572887
seismology,6,0,431,1,HEFT,2,1365.139892572887
seismology,6,0,431,1,CPoP,2,1365.139892572887
seismology,6,1,431,3,HEFT,1,351.53454637136696
seismology,6,1,431,3,CPoP,1,351.53454637136696
seismology,6,1,431,3,HEFT,2,351.53454637136696
seismology,6,1,431,3,CPoP,2,351.53454637136696
seismology,6,2,431,4,HEFT,1,258.5126776586023
seismology,6,2,431,4,CPoP,1,258.5126776586023
seismology,6,2,431,4,HEFT,2,258.5126776586023
seismology,6,2,431,4,CPoP,2,258.5126776586023
seismology,6,3,431,1,HEFT,1,808.3455911507389
seismology,6,3,431,1,CPoP,1,808.3455911507389
seismology,6,3,431,1,HEFT,2,808.3455911507389
seismology,6,3,431,1,CPoP,2,808.3455911507389
seismology,6,4,431,5,HEFT,1,212.49556503980781
seismology,6,4,431,5,CPoP,1,212.49556503980781
seismology,6,4,431,5,HEFT,2,212.49556503980781
seismology,6,4,431,5,CPoP,2,212.49556503980781
seismology,6,5,431,4,HEFT,1,272.78629180927715
seismology,6,5,431,4,CPoP,1,272.78629180927715
seismology,6,5,431,4,HEFT,2,272.78629180927715
seismology,6,5,431,4,CPoP,2,272.78629180927715
seismology,6,6,431,6,HEFT,1,161.67898020648417
seismology,6,6,431,6,CPoP,1,161.67898020648417
seismology,6,6,431,6,HEFT,2,161.67898020648417
seismology,6,6,431,6,CPoP,2,161.67898020648417
seismology,6,7,431,1,HEFT,1,797.0533634448974
seismology,6,7,431,1,CPoP,1,797.0533634448974
seismology,6,7,431,1,HEFT,2,797.0533634448974
seismology,6,7,431,1,CPoP,2,797.0533634448974
seismology,6,8,431,6,HEFT,1,173.21123689479492
seismology,6,8,431,6,CPoP,1,173.21123689479492
seismology,6,8,431,6,HEFT,2,173.21123689479492
seismology,6,8,431,6,CPoP,2,173.21123689479492
seismology,6,9,431,3,HEFT,1,349.9968447046207
seismology,6,9,431,3,CPoP,1,349.9968447046207
seismology,6,9,431,3,HEFT,2,349.9968447046207
seismology,6,9,431,3,CPoP,2,349.9968447046207
seismology,7,0,835,1,HEFT,1,2550.2233595144494
seismology,7,0,835,1,CPoP,1,2550.2233595144494
seismology,7,0,835,1,HEFT,2,2550.2233595144494
seismology,7,0,835,1,CPoP,2,2550.2233595144494
seismology,7,1,835,3,HEFT,1,656.1385824147917
seismology,7,1,835,3,CPoP,1,656.1385824147917
seismology,7,1,835,3,HEFT,2,656.1385824147917
seismology,7,1,835,3,CPoP,2,656.1385824147917
seismology,7,2,835,4,HEFT,1,482.5455199128364
seismology,7,2,835,4,CPoP,1,482.5455199128364
seismology,7,2,835,4,HEFT,2,482.5455199128364
seismology,7,2,835,4,CPoP,2,482.5455199128364
seismology,7,3,835,1,HEFT,1,1510.0736710780545
seismology,7,3,835,1,CPoP,1,1510.0736710780545
seismology,7,3,835,1,HEFT,2,1510.0736710780545
seismology,7,3,835,1,CPoP,2,1510.0736710780545
seismology,7,4,835,5,HEFT,1,396.58834267540146
seismology,7,4,835,5,CPoP,1,396.58834267540146
seismology,7,4,835,5,HEFT,2,396.58834267540146
seismology,7,4,835,5,CPoP,2,396.58834267540146
seismology,7,5,835,4,HEFT,1,509.31170851925026
seismology,7,5,835,4,CPoP,1,509.31170851925026
seismology,7,5,835,4,HEFT,2,509.31170851925026
seismology,7,5,835,4,CPoP,2,509.31170851925026
seismology,7,6,835,6,HEFT,1,301.789938655846
seismology,7,6,835,6,CPoP,1,301.789938655846
seismology,7,6,835,6,HEFT,2,301.789938655846
seismology,7,6,835,6,CPoP,2,301.789938655846
seismology,7,7,835,1,HEFT,1,1488.9786147888344
seismology,7,7,835,1,CPoP,1,1488.9786147888344
seismology,7,7,835,1,HEFT,2,1488.9786147888344
seismology,7,7,835,1,CPoP,2,1488.9786147888344
seismology,7,8,835,6,HEFT,1,323.2116393181239
seismology,7,8,835,6,CPoP,1,323.2116393181239
seismology,7,8,835,6,HEFT,2,323.2116393181239
seismology,7,8,835,6,CPoP,2,323.2116393181239
seismology,7,9,835,3,HEFT,1,653.8981072411113
seismology,7,9,835,3,CPoP,1,653.8981072411113
seismology,7,9,835,3,HEFT,2,653.8981072411113
seismology,7,9,835,3,CPoP,2,653.8981072411113
seismology,8,0,667,1,HEFT,1,2060.9302650503028
seismology,8,0,667,1,CPoP,1,2060.9302650503028
seismology,8,0,667,1,HEFT,2,2060.9302650503028
seismology,8,0,667,1,CPoP,2,2060.9302650503028
seismology,8,1,667,3,HEFT,1,530.4289791663391
seismology,8,1,667,3,CPoP,1,530.4289791663391
seismology,8,1,667,3,HEFT,2,530.4289791663391
seismology,8,1,667,3,CPoP,2,530.4289791663391
seismology,8,2,667,4,HEFT,1,390.1215667372239
seismology,8,2,667,4,CPoP,1,390.1215667372239
seismology,8,2,667,4,HEFT,2,390.1215667372239
seismology,8,2,667,4,CPoP,2,390.1215667372239
seismology,8,3,667,1,HEFT,1,1220.3466490767273
seismology,8,3,667,1,CPoP,1,1220.3466490767273
seismology,8,3,667,1,HEFT,2,1220.3466490767273
seismology,8,3,667,1,CPoP,2,1220.3466490767273
seismology,8,4,667,5,HEFT,1,320.49586194083105
seismology,8,4,667,5,CPoP,1,320.49586194083105
seismology,8,4,667,5,HEFT,2,320.49586194083105
seismology,8,4,667,5,CPoP,2,320.49586194083105
seismology,8,5,667,4,HEFT,1,411.5879732615317
seismology,8,5,667,4,CPoP,1,411.5879732615317
seismology,8,5,667,4,HEFT,2,411.5879732615317
seismology,8,5,667,4,CPoP,2,411.5879732615317
seismology,8,6,667,6,HEFT,1,243.98248530790227
seismology,8,6,667,6,CPoP,1,243.98248530790227
seismology,8,6,667,6,HEFT,2,243.98248530790227
seismology,8,6,667,6,CPoP,2,243.98248530790227
seismology,8,7,667,1,HEFT,1,1203.2989501811783
seismology,8,7,667,1,CPoP,1,1203.2989501811783
seismology,8,7,667,1,HEFT,2,1203.2989501811783
seismology,8,7,667,1,CPoP,2,1203.2989501811783
seismology,8,8,667,6,HEFT,1,261.2798449127582
seismology,8,8,667,6,CPoP,1,261.2798449127582
seismology,8,8,667,6,HEFT,2,261.2798449127582
seismology,8,8,667,6,CPoP,2,261.2798449127582
seismology,8,9,667,3,HEFT,1,528.6140782030076
seismology,8,9,667,3,CPoP,1,528.6140782030076
seismology,8,9,667,3,HEFT,2,528.6140782030076
seismology,8,9,667,3,CPoP,2,528.6140782030076
seismology,9,0,640,1,HEFT,1,2009.6621331818812
seismology,9,0,640,1,CPoP,1,2009.6621331818812
seismology,9,0,640,1,HEFT,2,2009.6621331818812
seismology,9,0,640,1,CPoP,2,2009.6621331818812
seismology,9,1,640,3,HEFT,1,517.1967099900922
seismology,9,1,640,3,CPoP,1,517.1967099900922
seismology,9,1,640,3,HEFT,2,517.1967099900922
seismology,9,1,640,3,CPoP,2,517.1967099900922
seismology,9,2,640,4,HEFT,1,380.2918630434655
seismology,9,2,640,4,CPoP,1,380.2918630434655
seismology,9,2,640,4,HEFT,2,380.2918630434655
seismology,9,2,640,4,CPoP,2,380.2918630434655
seismology,9,3,640,1,HEFT,1,1189.9890508643948
seismology,9,3,640,1,CPoP,1,1189.9890508643948
seismology,9,3,640,1,HEFT,2,1189.9890508643948
seismology,9,3,640,1,CPoP,2,1189.9890508643948
seismology,9,4,640,5,HEFT,1,312.7446916500862
seismology,9,4,640,5,CPoP,1,312.7446916500862
seismology,9,4,640,5,HEFT,2,312.7446916500862
seismology,9,4,640,5,CPoP,2,312.7446916500862
seismology,9,5,640,4,HEFT,1,401.41046201898615
seismology,9,5,640,4,CPoP,1,401.41046201898615
seismology,9,5,640,4,HEFT,2,401.41046201898615
seismology,9,5,640,4,CPoP,2,401.41046201898615
seismology,9,6,640,6,HEFT,1,237.91604098079742
seismology,9,6,640,6,CPoP,1,237.91604098079742
seismology,9,6,640,6,HEFT,2,237.91604098079742
seismology,9,6,640,6,CPoP,2,237.91604098079742
seismology,9,7,640,1,HEFT,1,1173.3654340883918
seismology,9,7,640,1,CPoP,1,1173.3654340883918
seismology,9,7,640,1,HEFT,2,1173.3654340883918
seismology,9,7,640,1,CPoP,2,1173.3654340883918
seismology,9,8,640,6,HEFT,1,254.74932634210302
seismology,9,8,640,6,CPoP,1,254.74932634210302
seismology,9,8,640,6,HEFT,2,254.74932634210302
seismology,9,8,640,6,CPoP,2,254.74932634210302
seismology,9,9,640,3,HEFT,1,515.2953995772627
seismology,9,9,640,3,CPoP,1,515.2953995772627
seismology,9,9,640,3,HEFT,2,515.2953995772627
seismology,9,9,640,3,CPoP,2,515.2953995772627
